PaymentMethodID,PaymentType,Provider
PAY_003317,Mobile Payment,Visa
PAY_003318,Cash,Visa
PAY_003319,debit card,PayPal
PAY_003320,Cash,Maestro
PAY_003321,debit card,MasterCard
PAY_003322,debit card,PayPal
PAY_003323,Cash,Maestro
PAY_003324,credit card,Visa
PAY_003325,Mobile Payment,MasterCard
PAY_003326,Cash,MasterCard
PAY_003327,debit card,Amex
PAY_003328,Cash,Maestro
PAY_003329,credit card,Visa
PAY_003330,Cash,Maestro
PAY_003331,Cash,Visa
PAY_003332,debit card,Maestro
PAY_003333,Cash,Amex
PAY_003334,Mobile Payment,Amex
PAY_003335,Mobile Payment,PayPal
PAY_003336,Cash,Maestro
PAY_003337,Mobile Payment,MasterCard
PAY_003338,credit card,Amex
PAY_003339,Mobile Payment,Maestro
PAY_003340,debit card,PayPal
PAY_003341,debit card,MasterCard
PAY_003342,Cash,Maestro
PAY_003343,Mobile Payment,PayPal
PAY_003344,credit card,Amex
PAY_003345,Mobile Payment,PayPal
PAY_003346,Cash,Amex
PAY_003347,credit card,PayPal
PAY_003348,Mobile Payment,Amex
PAY_003349,Mobile Payment,MasterCard
PAY_003350,Cash,MasterCard
PAY_003351,Mobile Payment,Maestro
PAY_003352,Mobile Payment,Amex
PAY_003353,Cash,Visa
PAY_003354,Mobile Payment,MasterCard
PAY_003355,Mobile Payment,Maestro
PAY_003356,credit card,PayPal
PAY_003357,Cash,PayPal
PAY_003358,debit card,PayPal
PAY_003359,Mobile Payment,PayPal
PAY_003360,credit card,MasterCard
PAY_003361,debit card,Amex
PAY_003362,debit card,Maestro
PAY_003363,credit card,Amex
PAY_003364,debit card,Maestro
PAY_003365,Mobile Payment,Amex
PAY_003366,credit card,PayPal
PAY_003367,credit card,PayPal
PAY_003368,Cash,MasterCard
PAY_003369,debit card,MasterCard
PAY_003370,Mobile Payment,MasterCard
PAY_003371,Mobile Payment,MasterCard
PAY_003372,debit card,Amex
PAY_003373,credit card,PayPal
PAY_003374,debit card,Visa
PAY_003375,Mobile Payment,PayPal
PAY_003376,Cash,Amex
PAY_003377,debit card,PayPal
PAY_003378,Cash,PayPal
PAY_003379,Cash,PayPal
PAY_003380,Mobile Payment,PayPal
PAY_003381,credit card,Maestro
PAY_003382,debit card,MasterCard
PAY_003383,Cash,MasterCard
PAY_003384,credit card,Maestro
PAY_003385,debit card,PayPal
PAY_003386,credit card,Maestro
PAY_003387,Mobile Payment,Maestro
PAY_003388,Cash,Amex
PAY_003389,credit card,Amex
PAY_003390,credit card,Maestro
PAY_003391,Cash,Maestro
PAY_003392,Cash,PayPal
PAY_003393,Cash,MasterCard
PAY_003394,credit card,Amex
PAY_003395,Cash,MasterCard
PAY_003396,Cash,MasterCard
PAY_003397,Cash,Maestro
PAY_003398,Mobile Payment,PayPal
PAY_003399,Cash,MasterCard
PAY_003400,Cash,Amex
PAY_003401,Mobile Payment,MasterCard
PAY_003402,credit card,PayPal
PAY_003403,debit card,Maestro
PAY_003404,credit card,MasterCard
PAY_003405,debit card,MasterCard
PAY_003406,Mobile Payment,Amex
PAY_003407,credit card,MasterCard
PAY_003408,Mobile Payment,Visa
PAY_003409,debit card,Maestro
PAY_003410,debit card,Visa
PAY_003411,credit card,MasterCard
PAY_003412,credit card,MasterCard
PAY_003413,credit card,Visa
PAY_003414,Cash,Visa
PAY_003415,debit card,MasterCard
PAY_003416,debit card,MasterCard
PAY_003417,Mobile Payment,PayPal
PAY_003418,debit card,Maestro
PAY_003419,credit card,PayPal
PAY_003420,debit card,PayPal
PAY_003421,credit card,Amex
PAY_003422,debit card,Amex
PAY_003423,Mobile Payment,MasterCard
PAY_003424,Mobile Payment,Visa
PAY_003425,Cash,PayPal
PAY_003426,Cash,Amex
PAY_003427,Cash,Maestro
PAY_003428,credit card,Maestro
PAY_003429,Cash,PayPal
PAY_003430,Mobile Payment,Visa
PAY_003431,Mobile Payment,PayPal
PAY_003432,debit card,PayPal
PAY_003433,debit card,PayPal
PAY_003434,credit card,MasterCard
PAY_003435,credit card,MasterCard
PAY_003436,Cash,Maestro
PAY_003437,Mobile Payment,Visa
PAY_003438,credit card,Amex
PAY_003439,Cash,MasterCard
PAY_003440,credit card,MasterCard
PAY_003441,Cash,Amex
PAY_003442,Mobile Payment,Maestro
PAY_003443,Mobile Payment,Maestro
PAY_003444,Cash,Maestro
PAY_003445,Cash,PayPal
PAY_003446,Mobile Payment,PayPal
PAY_003447,debit card,PayPal
PAY_003448,Mobile Payment,Maestro
PAY_003449,credit card,Maestro
PAY_003450,debit card,Maestro
PAY_003451,Cash,Amex
PAY_003452,credit card,Amex
PAY_003453,Cash,Visa
PAY_003454,credit card,Maestro
PAY_003455,Mobile Payment,Visa
PAY_003456,Mobile Payment,MasterCard
PAY_003457,Mobile Payment,Visa
PAY_003458,Cash,Maestro
PAY_003459,Mobile Payment,Maestro
PAY_003460,credit card,Visa
PAY_003461,credit card,MasterCard
PAY_003462,credit card,Amex
PAY_003463,credit card,Maestro
PAY_003464,Cash,Amex
PAY_003465,debit card,MasterCard
PAY_003466,Cash,Maestro
PAY_003467,credit card,MasterCard
PAY_003468,credit card,PayPal
PAY_003469,credit card,Maestro
PAY_003470,debit card,MasterCard
PAY_003471,Mobile Payment,PayPal
PAY_003472,debit card,Amex
PAY_003473,Mobile Payment,Visa
PAY_003474,Mobile Payment,Maestro
PAY_003475,debit card,Visa
PAY_003476,debit card,Amex
PAY_003477,debit card,Amex
PAY_003478,credit card,Visa
PAY_003479,Cash,PayPal
PAY_003480,Cash,Visa
PAY_003481,Cash,PayPal
PAY_003482,debit card,PayPal
PAY_003483,debit card,Amex
PAY_003484,debit card,MasterCard
PAY_003485,credit card,Maestro
PAY_003486,Cash,Amex
PAY_003487,Cash,Amex
PAY_003488,credit card,MasterCard
PAY_003489,debit card,Visa
PAY_003490,debit card,MasterCard
PAY_003491,debit card,Maestro
PAY_003492,credit card,MasterCard
PAY_003493,Mobile Payment,Maestro
PAY_003494,Cash,Visa
PAY_003495,debit card,PayPal
PAY_003496,credit card,PayPal
PAY_003497,Mobile Payment,PayPal
PAY_003498,Mobile Payment,Amex
PAY_003499,credit card,Amex
PAY_003500,debit card,MasterCard
PAY_003501,debit card,PayPal
PAY_003502,Cash,Maestro
PAY_003503,credit card,Visa
PAY_003504,Mobile Payment,Maestro
PAY_003505,Mobile Payment,Visa
PAY_003506,Mobile Payment,PayPal
PAY_003507,Cash,Maestro
PAY_003508,Cash,MasterCard
PAY_003509,Mobile Payment,PayPal
PAY_003510,Cash,Visa
PAY_003511,credit card,Amex
PAY_003512,credit card,MasterCard
PAY_003513,debit card,Visa
PAY_003514,Cash,Maestro
PAY_003515,credit card,PayPal
PAY_003516,credit card,MasterCard
PAY_003517,credit card,Visa
PAY_003518,Cash,PayPal
PAY_003519,Cash,Amex
PAY_003520,debit card,Maestro
PAY_003521,debit card,MasterCard
PAY_003522,Mobile Payment,Amex
PAY_003523,credit card,MasterCard
PAY_003524,Cash,MasterCard
PAY_003525,debit card,Visa
PAY_003526,Mobile Payment,Amex
PAY_003527,debit card,Maestro
PAY_003528,Cash,MasterCard
PAY_003529,Cash,Amex
PAY_003530,Mobile Payment,PayPal
PAY_003531,credit card,MasterCard
PAY_003532,credit card,MasterCard
PAY_003533,debit card,PayPal
PAY_003534,debit card,MasterCard
PAY_003535,credit card,Maestro
PAY_003536,Cash,MasterCard
PAY_003537,Cash,MasterCard
PAY_003538,Mobile Payment,Visa
PAY_003539,debit card,MasterCard
PAY_003540,credit card,MasterCard
PAY_003541,debit card,Amex
PAY_003542,Cash,MasterCard
PAY_003543,Mobile Payment,PayPal
PAY_003544,Cash,Amex
PAY_003545,Cash,Amex
PAY_003546,credit card,Maestro
PAY_003547,Mobile Payment,Visa
PAY_003548,Cash,Visa
PAY_003549,debit card,Amex
PAY_003550,credit card,PayPal
PAY_003551,Cash,MasterCard
PAY_003552,Mobile Payment,PayPal
PAY_003553,credit card,PayPal
PAY_003554,credit card,MasterCard
PAY_003555,credit card,Maestro
PAY_003556,credit card,Amex
PAY_003557,debit card,Amex
PAY_003558,credit card,Amex
PAY_003559,credit card,Visa
PAY_003560,credit card,MasterCard
PAY_003561,Mobile Payment,MasterCard
PAY_003562,Mobile Payment,Maestro
PAY_003563,Mobile Payment,PayPal
PAY_003564,credit card,Maestro
PAY_003565,Cash,Amex
PAY_003566,credit card,Amex
PAY_003567,debit card,PayPal
PAY_003568,Mobile Payment,MasterCard
PAY_003569,Mobile Payment,MasterCard
PAY_003570,Mobile Payment,Amex
PAY_003571,Cash,Visa
PAY_003572,credit card,PayPal
PAY_003573,credit card,MasterCard
PAY_003574,Cash,Maestro
PAY_003575,Cash,Amex
PAY_003576,Mobile Payment,MasterCard
PAY_003577,Cash,Visa
PAY_003578,Mobile Payment,MasterCard
PAY_003579,Cash,Visa
PAY_003580,debit card,PayPal
PAY_003581,credit card,PayPal
PAY_003582,credit card,Amex
PAY_003583,Cash,MasterCard
PAY_003584,Mobile Payment,PayPal
PAY_003585,Cash,Maestro
PAY_003586,Cash,PayPal
PAY_003587,Cash,Visa
PAY_003588,Mobile Payment,MasterCard
PAY_003589,credit card,Amex
PAY_003590,debit card,PayPal
PAY_003591,Mobile Payment,Amex
PAY_003592,debit card,Amex
PAY_003593,debit card,Amex
PAY_003594,credit card,Maestro
PAY_003595,Mobile Payment,PayPal
PAY_003596,Cash,PayPal
PAY_003597,debit card,PayPal
PAY_003598,debit card,MasterCard
PAY_003599,debit card,Maestro
PAY_003600,Mobile Payment,Visa
PAY_003601,Cash,Maestro
PAY_003602,Cash,MasterCard
PAY_003603,debit card,Maestro
PAY_003604,credit card,MasterCard
PAY_003605,Cash,PayPal
PAY_003606,credit card,PayPal
PAY_003607,Cash,Amex
PAY_003608,Cash,Maestro
PAY_003609,Mobile Payment,Maestro
PAY_003610,credit card,PayPal
PAY_003611,Mobile Payment,Maestro
PAY_003612,Cash,MasterCard
PAY_003613,debit card,Visa
PAY_003614,Cash,Amex
PAY_003615,Cash,Amex
PAY_003616,Mobile Payment,Amex
PAY_003617,credit card,Visa
PAY_003618,Mobile Payment,Maestro
PAY_003619,Cash,PayPal
PAY_003620,debit card,Maestro
PAY_003621,debit card,Maestro
PAY_003622,debit card,MasterCard
PAY_003623,Cash,Visa
PAY_003624,credit card,MasterCard
PAY_003625,credit card,MasterCard
PAY_003626,credit card,Visa
PAY_003627,Mobile Payment,PayPal
PAY_003628,credit card,PayPal
PAY_003629,Mobile Payment,Amex
PAY_003630,Cash,Maestro
PAY_003631,Cash,MasterCard
PAY_003632,Cash,Visa
PAY_003633,Cash,MasterCard
PAY_003634,credit card,Visa
PAY_003635,Cash,Visa
PAY_003636,Cash,Amex
PAY_003637,Cash,Amex
PAY_003638,Mobile Payment,PayPal
PAY_003639,debit card,MasterCard
PAY_003640,Mobile Payment,Amex
PAY_003641,Cash,PayPal
PAY_003642,debit card,Maestro
PAY_003643,Cash,Visa
PAY_003644,Mobile Payment,PayPal
PAY_003645,Mobile Payment,MasterCard
PAY_003646,Cash,Amex
PAY_003647,Cash,MasterCard
PAY_003648,Mobile Payment,MasterCard
PAY_003649,Cash,Visa
PAY_003650,Cash,Amex
PAY_003651,debit card,Amex
PAY_003652,credit card,MasterCard
PAY_003653,credit card,Visa
PAY_003654,debit card,Maestro
PAY_003655,Mobile Payment,Amex
PAY_003656,Mobile Payment,PayPal
PAY_003657,credit card,Maestro
PAY_003658,Cash,Maestro
PAY_003659,Cash,PayPal
PAY_003660,Cash,PayPal
PAY_003661,Cash,Visa
PAY_003662,debit card,Amex
PAY_003663,debit card,Amex
PAY_003664,debit card,MasterCard
PAY_003665,debit card,Visa
PAY_003666,Cash,Visa
PAY_003667,Cash,Visa
PAY_003668,Mobile Payment,MasterCard
PAY_003669,Cash,Visa
PAY_003670,Cash,Amex
PAY_003671,credit card,Amex
PAY_003672,debit card,Amex
PAY_003673,debit card,Maestro
PAY_003674,Cash,MasterCard
PAY_003675,credit card,Visa
PAY_003676,credit card,Amex
PAY_003677,Mobile Payment,PayPal
PAY_003678,debit card,Maestro
PAY_003679,credit card,MasterCard
PAY_003680,Mobile Payment,Visa
PAY_003681,Mobile Payment,Amex
PAY_003682,debit card,Maestro
PAY_003683,Mobile Payment,Amex
PAY_003684,Cash,Maestro
PAY_003685,credit card,Maestro
PAY_003686,Mobile Payment,PayPal
PAY_003687,Mobile Payment,Visa
PAY_003688,Cash,Amex
PAY_003689,Mobile Payment,Maestro
PAY_003690,debit card,Amex
PAY_003691,debit card,Maestro
PAY_003692,credit card,Maestro
PAY_003693,debit card,Visa
PAY_003694,credit card,Maestro
PAY_003695,Mobile Payment,Amex
PAY_003696,Cash,Visa
PAY_003697,Mobile Payment,MasterCard
PAY_003698,debit card,MasterCard
PAY_003699,debit card,Visa
PAY_003700,debit card,Maestro
PAY_003701,Cash,MasterCard
PAY_003702,Cash,PayPal
PAY_003703,credit card,Amex
PAY_003704,Cash,PayPal
PAY_003705,Cash,MasterCard
PAY_003706,Mobile Payment,Visa
PAY_003707,Mobile Payment,Maestro
PAY_003708,Cash,Amex
PAY_003709,debit card,PayPal
PAY_003710,debit card,Visa
PAY_003711,Mobile Payment,Visa
PAY_003712,Cash,MasterCard
PAY_003713,Mobile Payment,Maestro
PAY_003714,Cash,Amex
PAY_003715,debit card,PayPal
PAY_003716,Mobile Payment,MasterCard
PAY_003717,debit card,PayPal
PAY_003718,debit card,MasterCard
PAY_003719,credit card,Visa
PAY_003720,credit card,PayPal
PAY_003721,Mobile Payment,MasterCard
PAY_003722,debit card,Amex
PAY_003723,credit card,Maestro
PAY_003724,debit card,MasterCard
PAY_003725,credit card,Maestro
PAY_003726,debit card,PayPal
PAY_003727,Cash,Amex
PAY_003728,credit card,MasterCard
PAY_003729,debit card,PayPal
PAY_003730,Cash,Amex
PAY_003731,Cash,Visa
PAY_003732,Mobile Payment,Amex
PAY_003733,credit card,Maestro
PAY_003734,credit card,Visa
PAY_003735,debit card,PayPal
PAY_003736,debit card,PayPal
PAY_003737,debit card,MasterCard
PAY_003738,debit card,Visa
PAY_003739,Mobile Payment,Maestro
PAY_003740,Mobile Payment,PayPal
PAY_003741,Mobile Payment,Amex
PAY_003742,Mobile Payment,PayPal
PAY_003743,Cash,MasterCard
PAY_003744,credit card,PayPal
PAY_003745,Cash,Visa
PAY_003746,credit card,Visa
PAY_003747,credit card,PayPal
PAY_003748,credit card,PayPal
PAY_003749,Mobile Payment,PayPal
PAY_003750,Mobile Payment,Maestro
PAY_003751,Mobile Payment,MasterCard
PAY_003752,credit card,MasterCard
PAY_003753,credit card,Amex
PAY_003754,Mobile Payment,Maestro
PAY_003755,credit card,PayPal
PAY_003756,debit card,Amex
PAY_003757,Cash,Amex
PAY_003758,credit card,MasterCard
PAY_003759,credit card,PayPal
PAY_003760,credit card,PayPal
PAY_003761,Mobile Payment,Amex
PAY_003762,Cash,Amex
PAY_003763,Mobile Payment,Amex
PAY_003764,Mobile Payment,Maestro
PAY_003765,credit card,PayPal
PAY_003766,debit card,Visa
PAY_003767,debit card,Visa
PAY_003768,debit card,Maestro
PAY_003769,credit card,MasterCard
PAY_003770,Cash,Amex
PAY_003771,Mobile Payment,PayPal
PAY_003772,Cash,Maestro
PAY_003773,credit card,MasterCard
PAY_003774,debit card,Amex
PAY_003775,credit card,Amex
PAY_003776,Cash,MasterCard
PAY_003777,Mobile Payment,Visa
PAY_003778,credit card,PayPal
PAY_003779,Mobile Payment,MasterCard
PAY_003780,Cash,PayPal
PAY_003781,credit card,PayPal
PAY_003782,Cash,Maestro
PAY_003783,debit card,MasterCard
PAY_003784,Cash,PayPal
PAY_003785,credit card,Maestro
PAY_003786,Cash,Amex
PAY_003787,Mobile Payment,MasterCard
PAY_003788,credit card,Amex
PAY_003789,debit card,PayPal
PAY_003790,debit card,MasterCard
PAY_003791,Cash,PayPal
PAY_003792,debit card,Maestro
PAY_003793,debit card,Maestro
PAY_003794,credit card,Amex
PAY_003795,debit card,Maestro
PAY_003796,Mobile Payment,PayPal
PAY_003797,Cash,PayPal
PAY_003798,Mobile Payment,PayPal
PAY_003799,credit card,Maestro
PAY_003800,credit card,PayPal
PAY_003801,debit card,PayPal
PAY_003802,Cash,Amex
PAY_003803,credit card,Visa
PAY_003804,credit card,Maestro
PAY_003805,credit card,Visa
PAY_003806,debit card,Maestro
PAY_003807,credit card,Amex
PAY_003808,Cash,Visa
PAY_003809,debit card,MasterCard
PAY_003810,credit card,Visa
PAY_003811,debit card,PayPal
PAY_003812,credit card,Visa
PAY_003813,Mobile Payment,Maestro
PAY_003814,credit card,PayPal
PAY_003815,credit card,PayPal
PAY_003816,debit card,PayPal
PAY_003817,debit card,Visa
PAY_003818,Cash,MasterCard
PAY_003819,credit card,Visa
PAY_003820,credit card,MasterCard
PAY_003821,credit card,PayPal
PAY_003822,Cash,Amex
PAY_003823,Cash,MasterCard
PAY_003824,Cash,MasterCard
PAY_003825,Cash,Maestro
PAY_003826,debit card,Visa
PAY_003827,Cash,Visa
PAY_003828,debit card,PayPal
PAY_003829,Cash,Amex
PAY_003830,debit card,Amex
PAY_003831,Mobile Payment,Maestro
PAY_003832,Cash,PayPal
PAY_003833,Cash,Amex
PAY_003834,credit card,Amex
PAY_003835,Cash,PayPal
PAY_003836,Cash,PayPal
PAY_003837,Mobile Payment,MasterCard
PAY_003838,Mobile Payment,Visa
PAY_003839,Mobile Payment,MasterCard
PAY_003840,debit card,PayPal
PAY_003841,credit card,Amex
PAY_003842,debit card,Visa
PAY_003843,credit card,Maestro
PAY_003844,debit card,PayPal
PAY_003845,Cash,Amex
PAY_003846,credit card,PayPal
PAY_003847,Mobile Payment,PayPal
PAY_003848,debit card,Maestro
PAY_003849,Cash,PayPal
PAY_003850,credit card,MasterCard
PAY_003851,credit card,PayPal
PAY_003852,Cash,MasterCard
PAY_003853,Mobile Payment,Amex
PAY_003854,credit card,Amex
PAY_003855,Cash,MasterCard
PAY_003856,Mobile Payment,Visa
PAY_003857,Cash,PayPal
PAY_003858,Cash,MasterCard
PAY_003859,Cash,Amex
PAY_003860,Cash,MasterCard
PAY_003861,credit card,Amex
PAY_003862,credit card,PayPal
PAY_003863,debit card,Maestro
PAY_003864,Mobile Payment,MasterCard
PAY_003865,debit card,Amex
PAY_003866,Cash,Visa
PAY_003867,credit card,Maestro
PAY_003868,Cash,Visa
PAY_003869,credit card,Visa
PAY_003870,Mobile Payment,Amex
PAY_003871,Cash,PayPal
PAY_003872,credit card,MasterCard
PAY_003873,debit card,Maestro
PAY_003874,credit card,Amex
PAY_003875,credit card,PayPal
PAY_003876,Cash,Maestro
PAY_003877,Cash,Visa
PAY_003878,debit card,Maestro
PAY_003879,Mobile Payment,PayPal
PAY_003880,Mobile Payment,Maestro
PAY_003881,Mobile Payment,Maestro
PAY_003882,Mobile Payment,Maestro
PAY_003883,credit card,Maestro
PAY_003884,debit card,Maestro
PAY_003885,Cash,MasterCard
PAY_003886,debit card,PayPal
PAY_003887,Mobile Payment,MasterCard
PAY_003888,debit card,Maestro
PAY_003889,debit card,Amex
PAY_003890,Mobile Payment,Visa
PAY_003891,credit card,Visa
PAY_003892,credit card,Visa
PAY_003893,Cash,Maestro
PAY_003894,Cash,Visa
PAY_003895,debit card,Amex
PAY_003896,credit card,Amex
PAY_003897,Mobile Payment,MasterCard
PAY_003898,credit card,MasterCard
PAY_003899,debit card,Visa
PAY_003900,Mobile Payment,Visa
PAY_003901,credit card,MasterCard
PAY_003902,Cash,Maestro
PAY_003903,debit card,Amex
PAY_003904,Mobile Payment,Visa
PAY_003905,debit card,Visa
PAY_003906,debit card,MasterCard
PAY_003907,Mobile Payment,Visa
PAY_003908,Cash,Amex
PAY_003909,credit card,MasterCard
PAY_003910,Cash,Maestro
PAY_003911,Mobile Payment,MasterCard
PAY_003912,Cash,Maestro
PAY_003913,Cash,PayPal
PAY_003914,Mobile Payment,Visa
PAY_003915,Mobile Payment,MasterCard
PAY_003916,debit card,PayPal
PAY_003917,credit card,Amex
PAY_003918,credit card,Amex
PAY_003919,Mobile Payment,Visa
PAY_003920,Cash,MasterCard
PAY_003921,Cash,Visa
PAY_003922,Cash,MasterCard
PAY_003923,Cash,PayPal
PAY_003924,credit card,PayPal
PAY_003925,Cash,MasterCard
PAY_003926,debit card,Visa
PAY_003927,debit card,Visa
PAY_003928,Cash,PayPal
PAY_003929,credit card,Visa
PAY_003930,credit card,MasterCard
PAY_003931,debit card,Maestro
PAY_003932,Cash,Visa
PAY_003933,credit card,Maestro
PAY_003934,debit card,Visa
PAY_003935,debit card,Visa
PAY_003936,Mobile Payment,Amex
PAY_003937,Cash,Maestro
PAY_003938,Mobile Payment,Visa
PAY_003939,credit card,Visa
PAY_003940,debit card,Visa
PAY_003941,Mobile Payment,PayPal
PAY_003942,debit card,Visa
PAY_003943,Cash,PayPal
PAY_003944,debit card,Maestro
PAY_003945,Mobile Payment,Visa
PAY_003946,Mobile Payment,Amex
PAY_003947,credit card,Visa
PAY_003948,debit card,Amex
PAY_003949,Mobile Payment,Amex
PAY_003950,Cash,Amex
PAY_003951,Cash,Maestro
PAY_003952,Mobile Payment,Maestro
PAY_003953,Cash,MasterCard
PAY_003954,Mobile Payment,Maestro
PAY_003955,Cash,MasterCard
PAY_003956,Mobile Payment,PayPal
PAY_003957,credit card,Visa
PAY_003958,credit card,Amex
PAY_003959,credit card,Amex
PAY_003960,Mobile Payment,Visa
PAY_003961,debit card,Amex
PAY_003962,debit card,Maestro
PAY_003963,credit card,Maestro
PAY_003964,Cash,Maestro
PAY_003965,Mobile Payment,MasterCard
PAY_003966,Mobile Payment,Visa
PAY_003967,credit card,MasterCard
PAY_003968,debit card,PayPal
PAY_003969,Cash,MasterCard
PAY_003970,Cash,MasterCard
PAY_003971,credit card,Visa
PAY_003972,Cash,Visa
PAY_003973,debit card,Visa
PAY_003974,debit card,PayPal
PAY_003975,debit card,Amex
PAY_003976,Mobile Payment,Maestro
PAY_003977,Mobile Payment,Amex
PAY_003978,debit card,PayPal
PAY_003979,Cash,Maestro
PAY_003980,Mobile Payment,PayPal
PAY_003981,debit card,PayPal
PAY_003982,Cash,PayPal
PAY_003983,debit card,PayPal
PAY_003984,Mobile Payment,Maestro
PAY_003985,debit card,MasterCard
PAY_003986,Mobile Payment,PayPal
PAY_003987,credit card,Amex
PAY_003988,Cash,Maestro
PAY_003989,credit card,Amex
PAY_003990,debit card,MasterCard
PAY_003991,Mobile Payment,Visa
PAY_003992,Mobile Payment,Maestro
PAY_003993,Mobile Payment,Amex
PAY_003994,Cash,Amex
PAY_003995,Mobile Payment,MasterCard
PAY_003996,credit card,Visa
PAY_003997,Cash,PayPal
PAY_003998,debit card,MasterCard
PAY_003999,credit card,Visa
PAY_004000,Mobile Payment,Visa
PAY_004001,credit card,Maestro
PAY_004002,Mobile Payment,MasterCard
PAY_004003,debit card,Visa
PAY_004004,credit card,Amex
PAY_004005,Mobile Payment,PayPal
PAY_004006,debit card,Amex
PAY_004007,debit card,PayPal
PAY_004008,Cash,PayPal
PAY_004009,debit card,Visa
PAY_004010,Cash,PayPal
PAY_004011,credit card,MasterCard
PAY_004012,credit card,Visa
PAY_004013,credit card,PayPal
PAY_004014,Cash,Amex
PAY_004015,debit card,MasterCard
PAY_004016,debit card,Amex
PAY_004017,credit card,MasterCard
PAY_004018,Mobile Payment,Visa
PAY_004019,debit card,Visa
PAY_004020,debit card,Maestro
PAY_004021,credit card,PayPal
PAY_004022,Mobile Payment,PayPal
PAY_004023,debit card,MasterCard
PAY_004024,debit card,MasterCard
PAY_004025,credit card,Visa
PAY_004026,debit card,Amex
PAY_004027,Mobile Payment,Maestro
PAY_004028,Mobile Payment,Visa
PAY_004029,debit card,Maestro
PAY_004030,debit card,MasterCard
PAY_004031,Mobile Payment,PayPal
PAY_004032,credit card,PayPal
PAY_004033,Mobile Payment,MasterCard
PAY_004034,Cash,PayPal
PAY_004035,Mobile Payment,Amex
PAY_004036,debit card,Amex
PAY_004037,debit card,Maestro
PAY_004038,Cash,PayPal
PAY_004039,Cash,Amex
PAY_004040,Cash,PayPal
PAY_004041,Mobile Payment,Amex
PAY_004042,credit card,PayPal
PAY_004043,Mobile Payment,Maestro
PAY_004044,debit card,Maestro
PAY_004045,Cash,Maestro
PAY_004046,credit card,Maestro
PAY_004047,credit card,Maestro
PAY_004048,Cash,Amex
PAY_004049,Cash,Maestro
PAY_004050,credit card,Amex
PAY_004051,credit card,Maestro
PAY_004052,Cash,MasterCard
PAY_004053,credit card,Visa
PAY_004054,credit card,MasterCard
PAY_004055,credit card,PayPal
PAY_004056,Mobile Payment,PayPal
PAY_004057,Mobile Payment,Amex
PAY_004058,Cash,Amex
PAY_004059,debit card,PayPal
PAY_004060,debit card,Visa
PAY_004061,Mobile Payment,PayPal
PAY_004062,Cash,Amex
PAY_004063,credit card,Maestro
PAY_004064,Mobile Payment,Amex
PAY_004065,Mobile Payment,PayPal
PAY_004066,credit card,MasterCard
PAY_004067,debit card,Visa
PAY_004068,debit card,Amex
PAY_004069,credit card,Visa
PAY_004070,credit card,Visa
PAY_004071,debit card,Visa
PAY_004072,Cash,Maestro
PAY_004073,credit card,MasterCard
PAY_004074,Cash,Amex
PAY_004075,credit card,Visa
PAY_004076,Cash,MasterCard
PAY_004077,credit card,Amex
PAY_004078,credit card,Visa
PAY_004079,Cash,PayPal
PAY_004080,credit card,PayPal
PAY_004081,Mobile Payment,Amex
PAY_004082,credit card,Maestro
PAY_004083,credit card,Maestro
PAY_004084,Mobile Payment,PayPal
PAY_004085,debit card,Visa
PAY_004086,Mobile Payment,MasterCard
PAY_004087,Mobile Payment,Visa
PAY_004088,credit card,PayPal
PAY_004089,Cash,Maestro
PAY_004090,Mobile Payment,PayPal
PAY_004091,Cash,MasterCard
PAY_004092,Mobile Payment,MasterCard
PAY_004093,credit card,Maestro
PAY_004094,Cash,MasterCard
PAY_004095,credit card,PayPal
PAY_004096,debit card,Amex
PAY_004097,Mobile Payment,Visa
PAY_004098,Cash,Maestro
PAY_004099,Mobile Payment,PayPal
PAY_004100,Mobile Payment,Visa
PAY_004101,Cash,MasterCard
PAY_004102,Cash,PayPal
PAY_004103,credit card,Amex
PAY_004104,credit card,Visa
PAY_004105,debit card,MasterCard
PAY_004106,debit card,Amex
PAY_004107,debit card,Maestro
PAY_004108,Cash,PayPal
PAY_004109,credit card,PayPal
PAY_004110,credit card,PayPal
PAY_004111,debit card,MasterCard
PAY_004112,debit card,Amex
PAY_004113,Cash,Amex
PAY_004114,credit card,MasterCard
PAY_004115,debit card,Visa
PAY_004116,Cash,MasterCard
PAY_004117,Mobile Payment,Amex
PAY_004118,credit card,MasterCard
PAY_004119,credit card,Visa
PAY_004120,Cash,Amex
PAY_004121,debit card,PayPal
PAY_004122,debit card,PayPal
PAY_004123,credit card,Amex
PAY_004124,Cash,PayPal
PAY_004125,credit card,Visa
PAY_004126,credit card,Amex
PAY_004127,debit card,PayPal
PAY_004128,Cash,PayPal
PAY_004129,Mobile Payment,Amex
PAY_004130,Mobile Payment,Amex
PAY_004131,Mobile Payment,Maestro
PAY_004132,credit card,Amex
PAY_004133,debit card,MasterCard
PAY_004134,Cash,Maestro
PAY_004135,Mobile Payment,PayPal
PAY_004136,Cash,Visa
PAY_004137,credit card,Visa
PAY_004138,credit card,PayPal
PAY_004139,Cash,PayPal
PAY_004140,debit card,MasterCard
PAY_004141,Mobile Payment,PayPal
PAY_004142,Cash,MasterCard
PAY_004143,Mobile Payment,Visa
PAY_004144,debit card,Maestro
PAY_004145,Cash,PayPal
PAY_004146,debit card,Amex
PAY_004147,Mobile Payment,Visa
PAY_004148,Cash,Maestro
PAY_004149,credit card,Visa
PAY_004150,Cash,Visa
